page_number,page_id,review_priority,human_review_required,auto_seed_status,suggested_canonical_route,auto_seeded_gold_route_label,legacy_route,ocr_word_count,part_number_count,seed_reasons,ocr_sample_text,source_image_path,gold_route_label,review_status,review_notes
61,t_p_120_1176_p000061,medium,True,needs_human_review,table_or_index,,table,285,0,table_or_index_medium_or_ambiguous,"€ emennce

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
AN4-25A AN5-16A
25-21-00-35 130 1 25-21-00-95 60 1
25-21-00-36 130 1 25-21-00-96 60 1
25-21-00-37 130 1 25-21-00-97 60 1
25-21-00-38 130 1 25-21-00-98 60 1
AN5-13A 25-21-00-99 60 1
25-21-00-79 130 1 25-21-00-100 60 1
25-21-00-81 140 1 25-21-00-101 60 1
25-21-00-82 120 1 25-21-00-102 60 1
25-21-00-83 140 1 25-21-00-103 60 1
25-21-00-84 140 1 25-21-00-104 60 1
25-21-00-85 140 1 25-21-00-105 60 1
25-21-00-86 120 1 25-21-00-106 60 1
25-21-00-87 150 1 AN960-3L
25-21-00-88 180 1 25-21-00-01 -197 2
25-21-00-89 180 1 25-21-00-01 160 3
25-21-00-91 150 1 25-21-00-02 -196 2
25-21-00-92 180 2 25-21-00-02 160 2
25-21-00-95 180 1 25-21-00-04 -206 2
25-21-00-96 180 1 25-21-00-04 170 2
25-21-00-97 180 2 25-21-00-08A} 170 3
25-21-00-98 180 2 25-21-00-08A|} -197 2
25-21-00-101 150",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000061.tif,,needs_review,
62,t_p_120_1176_p000062,medium,True,needs_human_review,table_or_index,,table,289,0,table_or_index_medium_or_ambiguous,"-<€ EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
Pension ver [Rite | [ oueounre| mir [asin
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
AN960-3L AN960-416
25-21-00-46 -187 4 25-21-00-74 50 2
25-21-00-47 160 3 25-21-00-75 50 2
25-21-00-50 160 3 25-21-00-76 130 4
| 25-21-00-51 160 3 25-21-00-76A} 130 10
25-21-00-53 160 3 25-21 -00-87 230 2
AN960-4 25-21-00-88 260 4
25-21-00-35A | 120 3 25-21-00-89 250 2
AN960-416 25-21-00-90 260 4
25-21-00-01 70 2 25-21-00-91 220 2
25-21-00-01 15 2 25-21-00-92 250 2
| 25-21-00-02A 70 2 25-21-00-93 250 2
25-21-00-03 -61 2 25-21 -00-94 250 4
25-21-00-04 70 2 25-21-00-95 260 2
25-21-00-05 -61 2 25-21-00-96 260 2
25-21-00-05A 70 2 25-21-00-97 250 2
| 25-21-00-06A 50 4 25-21-00-98 260 2
25-21-00-08A 70 2 25-21-00-99 260 4
25-21-00-29 115 6 25-21-00-100 | 260 4
| 25-21-00-29A | 120 6 25-21-00-101 230 2
25-21-00-30 115 6 25-21-00-102 | 260 2
| 25-21-00-30A 90 6 25-21-00-103 | 250 2",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000062.tif,,needs_review,
63,t_p_120_1176_p000063,medium,True,needs_human_review,table_or_index,,table,287,0,table_or_index_medium_or_ambiguous,"€ emennce

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER

AN960-416L AN960-416L
25-21-00-18 70 2 25-21-00-60 110 4
25-21-00-19 70 2 25-21-00-61 110 4
25-21-00-20 70 2 25-21-00-62 110 4
25-21-00-21 70 2 25-21-00-63 110 4
25-21-00-22 70 2 25-21-00-64 110 4
25-21-00-23 60 2 25-21-00-65 110 4
25-21-00-24 60 2 25-21-00-66 110 4
25-21-00-25 70 2 25-21-00-76 120 2
25-21-00-26 60 2 25-21-00-76A} 120 2
25-21-00-27 70 2 25-21-00-77 120 6
25-21-00-28 60 2 25-21-00-78 110 6
25-21-00-29 110 2 AN960-4L
25-21-00-29A 110 2 25-21-00-O06A} 120 3
25-21-00-30 110 2 25-21-00-O06A] -146 2
25-21-00-30A 80 2 25-21-00-09 160 3
25-21-00-31 110 2 25-21-00-10 160 3
25-21-00-31A 110 2 25-21-00-11 150 3
25-21-00-32 110 2 25-21-00-12 160 3
25-21-00-33 110 2 25-21-00-17 160 3
25-21-00-34 110 2 25-21-00-19 160 3
25-21-00-35A 70 6 25-21-00-20 160 3
25",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000063.tif,,needs_review,
64,t_p_120_1176_p000064,medium,True,needs_human_review,table_or_index,,table,294,0,table_or_index_medium_or_ambiguous,"€ emennce

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER

AN960-516 AN960-516
25-21-00-79 120 2 25-21-00-100 170 2
25-21-00-80 40 2 25-21-00-101 40 2
25-21-00-80 130 2 25-21-00-101 140 2
25-21-00-81 40 2 25-21-00-102 40 2
25-21-00-81 130 2 25-21-00-102 170 2
25-21-00-82 40 2 25-21-00-103 40 2
25-21-00-82 110 2 25-21-00-103 170 2
25-21-00-83 40 2 25-21-00-104 40 2
25-21-00-83 130 2 25-21-00-104 170 2
25-21-00-84 40 2 25-21-00-105 40 2
25-21-00-84 130 2 25-21-00-105 170 2
25-21-00-85 40 2 25-21-00-106 40 2
25-21-00-85 130 2 25-21-00-106 170 2
25-21-00-86 40 2 AN960-516L
25-21-00-86 110 2 25-21-00-79 50 2
25-21-00-87 40 2 25-21-00-80 50 2
25-21-00-87 140 2 25-21-00-81 50 2
25-21-00-88 40 2 25-21-00-82 50 2
25-21-00-88 170 2 25-21-00-83 50 2
25-21-00-89 40 2 25-21-00-84 50 2
25-21-00-89 170 2 25-21-00-85 50 2
25-21-00-90 40",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000064.tif,,needs_review,
65,t_p_120_1176_p000065,medium,True,needs_human_review,table_or_index,,table,277,0,table_or_index_medium_or_ambiguous,"-<€ EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
evs) voir [ests | | enascone| vey [ee
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM) ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
AN960-6L AN960-8L
25-21-00-02A} 170 3 25-21-00-11 250 2
25-21-00-02A | -207 2 25-21-00-12 270 2
25-21-00-05A} 170 3 25-21-00-13 240 2
25-21-00-05A | -197 2 25-21-00-14 250 1
25-21-00-09 -196 2 25-21-00-15 240 2
25-21-00-10 -196 2 25-21-00-16 240 2
25-21-00-12 -196 2 25-21-00-39 300 3
25-21-00-13 -156 2 25-21-00-40 280 3
25-21-00-14 -156 2 25-21-00-41 270 3
25-21-00-16 -156 2 25-21-00-42 290 3
25-21-00-39 -186 2 25-21-00-43 290 3
25-21-00-41 -186 2 25-21-00-44 280 2
| 25-21-00-42 -187 2
25-21-00-45 270 3 25-21-00-46 290 3
AN960-8 AN960C6
25-21-00-01 270 2 25-21-00-113 80 2
25-21-00-02 280 2 25-21-00-113 170 4
| 25-21-00-02A} 290 2 AN960-C8
25-21-00-03 240 2 25-21-00-06 260 2
| 25-21-00-04 280 2 25-21-00-06A] 220 2
25-21-00-05 230 2 25-21-00-07 270 1
| 25-21-00-08A} 280 2 25-21-",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000065.tif,,needs_review,
66,t_p_120_1176_p000066,medium,True,needs_human_review,table_or_index,,table,301,0,table_or_index_medium_or_ambiguous,"€ emennce

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM) ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
AN960C3 H14-04
25-21 -00-38 -186 4 25-21-00-30A} 140 3
AN960C8 25-21-00-30A] -175 4
25-21-00-35 270 3 25-21 -00-31 150 3
25-21-00-36 270 2 25-21-00-31 -186 4
25-21 -00-37 260 3 25-21-00-31A] 170 3
25-21 -00-38 280 3 25-21-00-31A] -206 4
25-21-00-56 -197 4 25-21 -00-32 150 3
25-21-00-58 -197 4 25-21-00-32 -186 4
25-21-00-84 250 4 25-21 -00-33 150 3
25-21-00-85 250 4 25-21-00-33 | -186 4
25-21-00-87 -231 8 25-21 -00-34 150 3
25-21-00-91 -221 8 25-21-00-34 -186 4
25-21-00-35A] -146 4
25-21-00-101 | -231 6 25-21-00-39 150 3
AN960PD416L 25-21-00-40 150 3
25-21-00-111 30 1 25-21-00-41 150 3
H14-04 25-21-00-42 150 3
25-21-00-01 170 3 25-21 -00-43 150 3
25-21-00-01 -198 2 25-21-00-43 -186 4
25-21-00-02 170 2 25-21-00-44 150 3
25-21-00-02 -197 2 25-21-00-44 -186 4
25-21-0",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000066.tif,,needs_review,
67,t_p_120_1176_p000067,medium,True,needs_human_review,table_or_index,,table,274,0,table_or_index_medium_or_ambiguous,"€ emennce

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG ITEM) ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
H14-04 H42-06
25-21-00-61 150 3 25-21-00-06A] 110 3
25-21-00-63 150 3 25-21-00-O6A| -147 2
25-21-00-64 150 3 25-21-00-113 70 2
25-21-00-65 150 3 25-21-00-113] 160 4
H14-06 MS16562-216
25-21-00-02A| 160 3 25-21-00-110] 150 2
25-21-00-02A] -208 2 MS16624-1025
25-21-00-05A 160 3 25-21-00-110 20 1
25-21-00-05A 198 2 25-21-00-111 20 1
25-21-00-09 -197 2 MS21042-06
25-21-00-10 -197 2 25-21-00-87 -241 8
25-21-00-12 -197 2 25-21-00-91 -231 8
25-21-00-13 -167 2 25-21-00-101] -241 8
25-21-00-14 -167 2 25-21-00-110 110 4
25-21-00-16 -167 2 25-21-00-111 60 4
25-21-00-35A 110 3 25-21-00-112 110 4
25-21-00-39 -187 2 MS21042-08
25-21-00-41 -187 2 25-21-00-17 -8 2
25-21-00-42 -188 2 25-21-00-20 -8 2
25-21-00-84 260 4 25-21-00-56 -198 4
25-21-00-85 260 4 25-21-00-58 -198 4
25-21-00",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000067.tif,,needs_review,
68,t_p_120_1176_p000068,medium,True,needs_human_review,table_or_index,,table,332,0,table_or_index_medium_or_ambiguous,"€ emennce

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM) ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
MS21042L4 MS21042L4
25-21-00-10 80 2 25-21 -00-49 90 3
25-21-00-11 70 2 25-21-00-50 90 3
25-21-00-12 80 2 25-21-00-51 90 3
25-21-00-13 80 2 25-21 -00-52 90 3
25-21-00-14 80 2 25-21-00-53 90 3
25-21-00-15 70 2 25-21-00-54 90 3
25-21-00-16 80 2 25-21 -00-55 90 3
25-21-00-17 80 2 25-21 -00-56 90 3
25-21-00-18 80 2 25-21 -00-57 90 3
25-21-00-19 80 2 25-21 -00-58 90 3
25-21-00-20 80 2 25-21 -00-59 90 3
25-21-00-21 80 2 25-21 -00-60 90 3
25-21-00-22 80 2 25-21-00-61 90 3
25-21-00-23 70 2 25-21 -00-62 90 3
25-21-00-24 70 2 25-21 -00-63 90 3
25-21-00-25 80 2 25-21 -00-64 90 3
25-21-00-26 70 2 25-21 -00-65 90 3
25-21-00-27 80 2 25-21 -00-66 90 3
25-21-00-28 70 2 25-21-00-67 60 2
25-21 -00-29 90 3 25-21 -00-68 60 2
25-21-00-29A 90 3 25-21 -00-69 60 2
25-21 -00-30 90 3 25-2",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000068.tif,,needs_review,
69,t_p_120_1176_p000069,medium,True,needs_human_review,table_or_index,,table,291,0,table_or_index_medium_or_ambiguous,"€ emennce

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG ITEM) ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER

MS21042L4 MS21042L5
25-21-00-98 270 2 25-21-00-94 160 2
25-21-00-99 270 4 25-21-00-95 30 2
25-21-00-100 270 4 25-21-00-95 160 2
25-21-00-101 240 2 25-21-00-96 30 2
25-21-00-102 270 2 25-21-00-96 160 2
25-21-00-103 | 260 2 25-21-00-97 30 2
25-21-00-104 260 2 25-21-00-97 160 2
25-21-00-105 | 270 4 25-21-00-98 30 2
25-21-00-106 270 4 25-21-00-98 160 2
25-21-00-109 140 2 25-21-00-99 30 2

MS21042L5 25-21-00-99 160 2
25-21-00-79 30 2 25-21-00-100 30 2
25-21-00-79 110 2 25-21-00-100] 160 2
25-21-00-80 30 2 25-21-00-101 30 2
25-21-00-80 120 2 25-21-00-101 130 2
25-21-00-81 30 2 25-21-00-102 30 2
25-21-00-81 120 2 25-21-00-102 160 2
25-21-00-82 30 2 25-21-00-103 30 2
25-21-00-82 100 2 25-21-00-103] 160 2
25-21-00-83 30 2 25-21-00-104 30 2
25-21-00-83 120 2 25-21-00-104 1",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000069.tif,,needs_review,
70,t_p_120_1176_p000070,medium,True,needs_human_review,table_or_index,,table,304,0,table_or_index_medium_or_ambiguous,"€ emennce

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM) ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
MS21061L08 MS24693-C26
25-21-00-103 | -261 4 25-21-00-35 280 16
25-21-00-104 | -261 4 25-21-00-35A]} 240 16
MS24693-C24 25-21 -00-36 280 16
25-21-00-56 270 12 25-21-00-37 240 10
25-21-00-57 250 12 25-21 -00-38 300 16
25-21-00-58 260 11 25-21-00-39 | -188 2
25-21-00-59 220 10 25-21-00-41 -188 2
25-21-00-60 250 10 25-21-00-42 -186 2
25-21-00-61 260 12 25-21-00-45 280 6
25-21-00-62 230 12 25-21-00-47 280 16
25-21 -00-63 250 12 25-21 -00-48 250 16
25-21-00-65 250 12 25-21 -00-49 250 16
25-21 -00-66 230 12 25-21 -00-50 270 13
MS24693-C26 25-21 -00-51 260 13
25-21-00-01 260 9 25-21 -00-52 230 16
25-21-00-02 270 9 25-21 -00-53 280 16
25-21-00-02A | 280 4 25-21-00-54 250 16
25-21-00-03 230 9 25-21 -00-55 250 20
25-21-00-04 270 9 25-21-00-76 220 9
25-21-00-05 220 9
25-21-0",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000070.tif,,needs_review,
71,t_p_120_1176_p000071,medium,True,needs_human_review,table_or_index,,table,281,0,table_or_index_medium_or_ambiguous,"€ emennce

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM) ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
MS24693-C28 MS24693-C5
25-21-00-43 300] 12 25-21-00-09 180 3
25-21-00-44 290 10 25-21-00-10 180 3
25-21-00-11 170 3
25-21-00-46 300] 12 25-21-00-12 180 3
25-21-00-78 200 9 25-21-00-17 180 3
25-21-00-19 180 3
MS24693-C3 25-21-00-20 180 3
25-21-00-39 170 3 25-21-00-22 180 3
25-21-00-40 170 3 25-21-00-23 170 3
25-21-00-41 170 3 25-21-00-24 170 3
25-21-00-42 170 3 25-21-00-27 180 3
25-21-00-43 170 3 25-21-00-29 170 3
25-21-00-44 170 3 25-21-00-29 -188 4
25-21-00-45 170 3 25-21-00-29A| 190 3
25-21-00-46 170 3 25-21-00-29A} -208 4
25-21-00-56 170 3 25-21-00-30 170 3
25-21-00-57 160 3 25-21-00-30 | -188 3
25-21-00-58 170 3 25-21-00-30A| 160 3
25-21-00-60 170 3 25-21-00-30A] -177 4
25-21-00-61 170 3 25-21-00-31 170 3
25-21-00-63 170 3 25-21-00-31 | -188 4
25-21-00-64 170",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000071.tif,,needs_review,
72,t_p_120_1176_p000072,medium,True,needs_human_review,table_or_index,,table,275,0,table_or_index_medium_or_ambiguous,"€ emennce

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM! ASSY NUMBER CH-SEC-UN-FIG | ITEM} ASSY NUMBER
MS24693-C5 MS24693-S54
25-21-00-45 | -188 4 25-21-00-104 | 290 6
25-21-00-46 | -188 4 25-21-00-105 | 300 6
25-21-00-47 170 3 25-21-00-106 | 340 6
25-21-00-47 -187 4 MS24694-C52
25-21-00-48 -157 4 25-21-00-111 110 2
25-21-00-49 -157 4 25-21-00-111 140 2
25-21-00-50 170 3 25-21-00-112 | 170 2
25-21-00-50 -187 4 25-21-00-113 | 120 2
25-21-00-51 170 3 MS24694C49
25-21-00-51 | -187 4 25-21-00-09 290 3
25-21-00-52 | -157 4 25-21-00-10 300 3
25-21-00-53 170 3 25-21-00-12 280 3
25-21-00-53 | -187 4 25-21-00-13 260 3
25-21-00-54 -157 4 25-21-00-14 270 3
MS24693-S24 25-21-00-16 260 3
25-21-00-17 250 9 25-21-00-39 310 3
25-21-00-18 210 9 25-21-00-40 300 3
25-21-00-19 240 9 25-21-00-42 310 3
25-21-00-20 260 6 25-21-00-112 90 2
25-21-00-21 220 7 MS24694-S7
25-21-00-22 240 7 25",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000072.tif,,needs_review,
73,t_p_120_1176_p000073,medium,True,needs_human_review,table_or_index,,table,284,0,table_or_index_medium_or_ambiguous,"€ emennce

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG ITEM) ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
MS51957-45 NAS1149C0432R
25-21-00-93 -231 2 25-21-00-07 70 4
25-21-00-94 -231 2 25-21-00-08 60 4
25-21-00-95 -241 4 25-21-00-35 110 6
25-21-00-96 -241 4 25-21-00-36 110 6
25-21-00-97 -231 4 25-21-00-37 110 6
25-21-00-98 -241 4 25-21-00-38 110 6
25-21-00-99 -241 4 NAS464P5A16
25-21-00-100 | -241 4 25-21-00-80 140 1
25-21-00-102 | -241 4 25-21-00-81 -141 1
25-21-00-103 | -231 4 25-21-00-83 -141 1
25-21-00-104 | -231 4 25-21-00-84 -141 1
25-21-00-105 | -241 4 25-21-00-85 -141 1
25-21-00-106 | -241 4 25-21-00-86 -121 1
NAS1096-1-8 25-21-00-88 -181 1
25-21-00-06 250 2 25-21-00-89 -181 1
25-21-00-06A| 210 2 25-21-00-90 180 1
25-21-00-07 260 1 25-21-00-93 180 1
25-21-00-08 220 2 25-21-00-94 180 1
25-21-00-09 260 2 25-21-00-95 -181 1
25-21-00-10 270 1 25-21-00-97 -181 1
25-",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000073.tif,,needs_review,
74,t_p_120_1176_p000074,medium,True,needs_human_review,table_or_index,,table,290,0,table_or_index_medium_or_ambiguous,"-<€ EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
Fevseoune| ver [Rite | oueounre| mir [usin
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
NAS4704-5 PE13076-1
25-21-00-105 | -242 1 25-21 -00-94 80 2
25-21-00-106 | -242 1 25-21-00-95 80 2
NAS4704-6 25-21-00-96 80 2
25-21-00-17 -6 2 25-21-00-97 80 2
25-21-00-20 -6 1 25-21-00-98 80 2
25-21-00-67 -35 1 25-21-00-99 80 2
25-21-00-68 -35 1 25-21-00-100 80 2
25-21-00-69 -35 1 25-21-00-101 80 2
25-21-00-70 -35 1 25-21-00-102 80 2
25-21-00-71 -35 1 25-21-00-103 80 2
25-21-00-72 -35 1 25-21-00-104 80 2
25-21-00-73 -35 1 25-21-00-105 80 2
25-21-00-74 -35 1 25-21-00-106 80 2
25-21-00-75 -35 1 PE17001-3PR
25-21-00-87 210 2 25-21-00-01 250 2
25-21-00-88 240 2 25-21-00-02 260 2
| 25-21-00-89 230 2 25-21-00-02A} 270 2
25-21-00-90 240 3 25-21-00-03 220 2
25-21-00-91 200 2 25-21 -00-04 260 2
25-21-00-92 230 2 25-21-00-05 240 2
| 25-21-00-93 230 2 25-21-00-05A} 260 2
25-21-00-9",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000074.tif,,needs_review,
75,t_p_120_1176_p000075,medium,True,needs_human_review,table_or_index,,table,288,0,table_or_index_medium_or_ambiguous,"€ emennce

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG ITEM) ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
PE17001-3PR PE21052-2
25-21-00-34 250 3 25-21-00-86 10 1
25-21-00-35 250 3 25-21-00-86 -131 1
25-21-00-35A| 210 3 25-21-00-87 10 1
25-21-00-36 250 2 25-21-00-87 160 1
25-21-00-37 230 3 25-21-00-88 10 1
25-21-00-38 260 3 25-21-00-88 -191 1
25-21-00-39 270 3 25-21-00-89 10 1
25-21-00-40 260 3 25-21-00-89 -191 1
25-21-00-41 250 3 25-21-00-90 10 1
25-21-00-42 270 3 25-21-00-91 10 1
25-21-00-43 270 3 25-21-00-91 160 1
25-21-00-44 260 3 25-21-00-92 10 1
25-21-00-92 190 1
25-21-00-45 250 3 25-21-00-93 10 1
25-21-00-46 270 3 25-21-00-94 10 1
25-21-00-47 270 3 25-21-00-95 10 1
25-21-00-48 240 3 25-21-00-95 -191 1
25-21-00-49 240 3 25-21-00-96 10 1
25-21-00-50 260 2 25-21-00-96 190 1
25-21-00-51 250 3 25-21-00-97 10 1
25-21-00-52 220 3 25-21-00-97 -191 1
25-21-00-53 270 3 25",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000075.tif,,needs_review,
76,t_p_120_1176_p000076,medium,True,needs_human_review,table_or_index,,table,291,0,table_or_index_medium_or_ambiguous,"-<€ EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[evsiovne| ver [Rite | [ oucunre| mai [asin
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
PE21101-3-30TA PE64005-1
25-21-00-49 100 4 25-21-00-13 90 2
25-21-00-50 100 4 25-21-00-14 90 2
25-21-00-51 100 4 25-21-00-15 80 2
25-21-00-52 100 4 25-21-00-16 90 2
25-21-00-53 100 4 25-21-00-17 90 2
25-21-00-54 100 4 25-21-00-18 90 2
25-21-00-55 100 4 25-21-00-19 90 2
25-21-00-56 100 4 25-21-00-20 90 2
25-21-00-57 100 4 25-21-00-21 90 2
25-21-00-58 100 4 25-21-00-22 90 2
25-21-00-59 100 4 25-21-00-23 80 2
25-21-00-60 100 4 25-21-00-24 80 2
25-21-00-61 100 4 25-21-00-25 90 2
25-21-00-62 100 4 25-21-00-26 80 2
25-21-00-63 100 4 25-21-00-27 90 2
25-21-00-64 100 4 25-21-00-28 80 2
25-21-00-65 100 4 25-21-00-29 100 4
| 25-21-00-66 100 4 25-21-00-29A} 100 4
25-21-00-76 140 6 25-21-00-30 100 4
| 25-21-00-77 130 6 25-21-00-30A 70 4
25-21-00-78 120 6 25-21-00-31 100 4
| PE25035-",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000076.tif,,needs_review,
77,t_p_120_1176_p000077,medium,True,needs_human_review,table_or_index,,table,313,0,table_or_index_medium_or_ambiguous,"-<€ EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[cnscoune| neler [asin | | creceamno) meme [in
PER STOCK PER STOCK
CH-SEC-UN-FIG] ITEM)ASSY — [NUMBER CH-SEC-UN-FIG | ITEM]ASSY — |NUMBER
PE64005-1 PE915051-1-PT
25-21-00-51 | 100] 4 25-21-00-19 60 1
25-21-00-52 | 100| 4 25-21-00-20 60 1
25-21-00-53 100 4 25-21-00-21 60 1
25-21-00-54 | 100 4 25-21-00-22 60 1
25-21-00-55 | 100| 4 25-21-00-23 50 1
25-21-00-56 | 100| 4 25-21-00-24 50 1
25-21-00-57 | 100 4 25-21-00-25 60 1
25-21-00-58 | 100| 4 25-21-00-26 50 1
25-21-00-59 | 100| 4 25-21-00-27 60 1
25-21-00-60 | 100| 4 25-21-00-28 50 1
25-21-00-61 100 4 25-21-00-29 80 2
| 25-21-00-62 | 100 4 25-21-00-29A] 80 2
25-21-00-63 | 100| 4 25-21-00-30 80} 2
i 25-21-00-64 | 100 4 25-21-00-30A} 50 2
25-21-00-65 | 100 4 25-21-00-31 80 2
i 25-21-00-66 | 100 4 25-21-00-31A} 80 2
25-21-00-76 | 140 6 25-21-00-32 80 2
i 25-21-00-76A| 140 6 25-21-00-33 90 2
25-21-00-77 | 130 6 25-21-00-34 80 2
25-21-00-78 | 120| 6 25-21-00-3",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000077.tif,,needs_review,
78,t_p_120_1176_p000078,medium,True,needs_human_review,table_or_index,,table,76,0,table_or_index_medium_or_ambiguous,"-<€ ENMIBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM) ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER

PE915051-1-PT

25-21 -00-60 80 2

25-21-00-61 80 2

25-21-00-62 80 2

25-21 -00-63 80 2

25-21-00-64 80 2

25-21-00-65 80 2

25-21 -00-66 80 2

25-21-00-76 80 3

| 25-21-00-76A 80 3

25-21-00-77 90 3

25-21-00-78 80 3
EFFECTIVITY: ALL 2 5.2? 1 -() 0

Page 1052E/F
T.P. 120/1176 Jan 15/01
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000078.tif,,needs_review,
