page_number,page_id,source_member,legacy_route,suggested_canonical_route,suggested_route_confidence,auto_seeded_gold_route_label,human_gold_route_label,final_gold_route_label,decision_source,final_review_status,human_review_required,review_priority,review_notes,source_review_file,ocr_word_count,part_number_count,source_image_path,ocr_sample_text
24,t_p_120_1176_p000024,00000024.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,116,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000024.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
VENDORS’ NAMES AND ADDRESSES
VENDOR NAMES AND ADDRESSES
CODE
E065846 AEROMOT INDUSTRIA MECANICO METALURGICA LTDA.
AV. DAS INDUSTRIAS, 1210
ANCHIETA
CEP 90000 PORTO ALEGRE - RS - BRASIL
E075221 COMERIT - COMPANHIA MERCANTIL E INDUSTRIAL ENGELBRECHT
AV. GONCALO MADEIRA, 220
JAGUARE
CEP 01000 - SAO PAULO - SP - BRASIL
TEL (055) (011) 268-9222
15653 KAYNAR - MICRODOT COMPANY
800 S. STATE COLLEGE BOULEVARD
92634 - FULLERTON - CALIFORNIA - USA
P.O. BOX 3001
TEL (001) (714) 871-1550
VS4956 EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A
AV. BRIGADEIRO FARIA LIMA, 2170 - PUTIM
CEP 12137-901 SAO JOSE DOS CAMPOS - SP - BRASI
CAIXA POSTAL 343
TEL (055) (012) 345-1624 FAX (055) (012) 345-1598
EFFECTIVITY: ALL
25 21 00 Page 1005/1006
Sep 30/98
"
25,t_p_120_1176_p000025,00000025.tif,blank_candidate,blank_candidate,high,blank_candidate,,blank_candidate,auto_seeded,auto_seeded_pending_audit,False,low,,,0,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000025.tif,
26,t_p_120_1176_p000026,00000026.tif,normal_text,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,20,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000026.tif,"< EMBRAER

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

NUMERICAL INDEX

EFFECTIVITY: ALL 25-2 1 -00
Page 1007

T.P. 120/1176 Jan 15/01
"
27,t_p_120_1176_p000027,00000027.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,303,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000027.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ evsevine| vofiir [Rite | | cseounne| reir en
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
1002-C/6 1002-C/6
25-21-00-01 130 4 25-21-00-31 70 8
25-21-00-02 130 4 25-21-00-31A 70 8
25-21-00-02A} 130 4 25-21-00-32 70 8
25-2 1-00-03 120 4 25-21-00-33 80 8
25-2 1-00-04 140 4 25-21-00-34 70 8
25-21-00-05 120 4 25-21-00-35 70 8
i 25-21-00-05A} 130 4 25-21-00-36 70 8
25-2 1-00-06 130 4 25-21-00-37 70 8
25-21-00-07 130 4 25-21-00-38 80 8
25-2 1-00-08 120 4 25-21-00-39 70 8
| 25-21-00-08A |} 130 4 25-21-00-40 70 8
25-2 1-00-09 130 4 25-21-00-41 70 8
25-21-00-10 130 4 25-21-00-42 70 8
25-21-00-11 120 4 25-21-00-43 70 8
25-21-00-12 130 4 25-21-00-44 70 8
25-21-00-13 130 4 25-21-00-45 70 8
25-21-00-14 130 4 25-21-00-46 70 8
25-21-00-15 120 4 25-21-00-47 70 8
25-21-00-16 130 4 25-21-00-48 70 8
25-21-00-17 130 4 25-21-00-49 70 8
25-21-00-17 -195 2 25-21-00-50 70 8
25-21-00"
28,t_p_120_1176_p000028,00000028.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,305,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000028.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ensevine raiser [Rite | seounne| iy [an
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
1002-C/6 1002-F
25-21-00-65 -186 4 25-21-00-17 140 4
25-2 1-00-66 70 8 25-21-00-17 -196 2
25-2 1-00-66 -156 4 25-21-00-18 140 4
25-21-00-76 70 12 25-21-00-18 -166 2
i 25-21-00-76A 70 12 25-21-00-19 140 4
25-21-00-77 80 12 25-21-00-19 -196 2
25-21-00-78 70 12 25-21-00-20 140 4
1002-F 25-21-00-20 -196 2
25-21-00-01 140 4 25-21-00-21 140 4
25-21-00-01 -195 2 25-21-00-21 -196 2
25-2 1-00-02 140 4 25-21 -00-22 140 4
25-2 1-00-02 -195 2 25-21-00-23 130 4
25-21-00-02A | 140 4 25-21-00-23 -185 2
25-21-00-02A | -205 2 25-21-00-24 130 4
25-21-00-03 130 4 25-21-00-25 140 4
25-2 1-00-04 150 4 25-21-00-25 -166 2
25-2 1-00-04 -205 4 25-21-00-26 130 4
25-21-00-05 130 4 25-21 -00-27 140 4
25-21-00-05A | 140 4 25-21-00-27 -196 2
25-21-00-05A | -195 2 25-21-00-28 130 4
25-2 1-00-06 140 4 25-21-"
29,t_p_120_1176_p000029,00000029.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,281,5,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000029.tif,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
1002-F 1002-F

25-21-00-37 60 8 25-21-00-58 -185 4
25-21-00-37 -187 4 25-21-00-59 60 8
25-21-00-38 70 8 25-21-00-59 -155 4
25-21-00-38 -187 4 25-21-00-60 60 8
25-21-00-39 60 8 25-21-00-60 -185 4
25-21-00-39 -185 4 120-17588-001

25-21-00-40 60 8 25-21-00-111 -31 1
25-21-00-41 60 8 25-21-00-112 30 1
25-21-00-41 -185 4 25-21-00-113 30 1
25-21-00-42 60 8 120-20970-001

25-21-00-42 -185 4 25-21-00-61 60 8
25-21-00-43 60 8 25-21-00-61 -185 3
25-21-00-43 -185 4 25-21-00-62 60 8
25-21-00-44 60 8 25-21-00-63 60 8
25-21-00-44 -185 4 25-21-00-64 60 8
25-21-00-45 60 8 25-21-00-65 60 8
25-21-00-45 -185 4 25-21-00-65 -185 4
25-21-00-46 60 8 25-21-00-66 60 8
25-21-00-46 -185 4 25-21-00-66 -155 4
25-21-00-47 60 8 25-21-00-76 60 12
25-21-00-47 -185 4 25-21-00-77 70 12
25-21-0"
30,t_p_120_1176_p000030,00000030.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,268,20,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000030.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ensecoine| vafisar [Rite | seounne| iy [aon
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
120-26948-003 120-29067-015
25-2 1-00-92 -5 1 25-21-00-25 10 1
25-21-00-93 -5 1 25-21 -00-27 10 1
25-21-00-97 -5 1 120-29067-017
25-21-00-103 -5 1 25-21-00-26 1 1
25-21-00-103 | 2/0 2 120-29067-019
25-21-00-104 | 2/70 2 25-21-00-01 10 1
25-21-00-105 | 280 2 25-21-00-09 10 1
25-21-00-106 | 320 2 25-21-00-13 10 1
120-26994-002 120-29067-021
25-21-00-89 -6 1 25-21 -00-02 10 1
25-2 1-00-92 -6 1 25-21-00-10 10 1
120-26994-001 25-21-00-14 10 1
25-21-00-93 -6 1 120-29067-023
25-21-00-97 -6 1 25-21-00-03 1 1
25-21-00-103 -6 1 25-21-00-11 1 1
120-29067-001 120-29067-025
25-21-00-17 10 1 25-21-00-04 10 1
25-21-00-18 10 1 25-21-00-12 10 1
25-21-00-19 10 1 25-21-00-16 10 1
120-29067-003 120-29067-027
25-21-00-20 10 1 25-21-00-05 1 1
25-21-00-21 10 1 25-21-00-15 1 1
25-21-00-22 10 1 "
31,t_p_120_1176_p000031,00000031.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,246,28,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000031.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ evseouine| vofiir [Rie | | seounne| reir [on
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
120-29067-035 120-29068-023
25-21-00-16 -11 1 25-21-00-41 1 1
120-29067-037 25-21-00-51 -2 1
25-21-00-05 -2 1 120-29068-025
i 25-21-00-05A 1 1 25-21-00-42 1 1
25-21-00-15 -2 1 25-21-00-53 1 1
120-29068-001 120-29068-027
25-21-00-56 1 1 25-21-00-41 -2 1
25-21-00-57 1 1 120-29068-029
120-29068-003 25-21-00-45 1 1
25-21-00-58 1 1 120-29068-031
25-21-00-59 1 1 25-21-00-43 1 1
25-2 1-00-60 1 1 120-29068-033
120-29068-005 25-21-00-44 1 1
25-21-00-61 1 1 120-29068-035
25-2 1-00-62 1 1 25-2 1-00-46 1 1
120-29068-009 120-29068-037
25-2 1-00-87 100 2 25-21-00-49 1 1
25-21-00-89 100 2 120-29068-039
25-21-00-91 100 2 25-21-00-39 -2 1
25-21-00-95 100 2 25-21-00-48 1 1
25-2 1-00-96 -101 2 120-29068-041
25-21-00-97 100 2 25-21-00-40 -2 1
25-2 1-00-98 100 2 25-21-00-50 -2 1
25-21-00-"
32,t_p_120_1176_p000032,00000032.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,220,20,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000032.tif,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS [AIRLINE PART NUMBER UNITS [AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG] ITEM] ASSY NUMBER CH-SEC-UN-FIG] ITEM] ASSY NUMBER

120-29068-059 120-29070-001

25-21-00-49 -2 1 25-21-00-87 | -181 1
120-29068-061 25-21-00-95 | 210 1

25-21-00-55 1 1 25-21-00-98 | 210 1
120-29068-063 25-21-00-101] 180 1

25-21-00-55 -2 1 120-29070-003
120-29068-071 25-21-00-87 | -191 1

25-21-00-30 1 1 25-21-00-91 180 1

25-21-00-30A 1 1 25-21-00-95 | 220 1

25-21-00-36 1 1 25-21-00-98 | 220 1
120-29068-073 25-21-00-101] 190 1

25-21-00-31 1 1 120-29070-005

25-21-00-37 1 1 25-21-00-87 | -201 1
120-29068-075 25-21 -00-91 190 1

25-21-00-31A 1 1 25-21-00-95 230 1

25-21-00-34 1 1 25-21-00-98 | 230 1
120-29068-077 25-21-00-101} 200 1

25-21-00-29 1 1 120-29072-001

25-21-00-29A 1 1 95-21-00-17 1 1

29-21-00-35 1) 1 25-21-00-20 1} 4

20-21-00-35A} 1) 1 25-21-0056 | 190] 2
120-29068-079 25-21-00-58 "
33,t_p_120_1176_p000033,00000033.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,304,5,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000033.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ evseovine| rofiir [Rite | | cseounne| reir fen
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
120-2907 4-001 120-29076-001 0
25-2 1-00-87 1 1 25-21-00-81 100 1
25-2 1-00-88 1 1 25-21-00-82 80 1
25-2 1-00-89 1 1 25-21-00-83 100 1
25-21-00-91 1 1 25-21-00-84 100 1
25-2 1-00-92 1 1 25-21-00-85 100 1
25-21-00-95 1 1 25-2 1-00-86 80 1
25-2 1-00-96 1 1 120-2907 7-001
25-2 1-00-97 1 1 25-21-00-87 110 1
25-2 1-00-98 1 1 25-21-00-91 110 1
25-21-00-101 1 1 25-21-00-95 140 1
25-21-00-102 1 1 120-2907 7-001
25-21-00-103 1 1 25-21-00-98 140 1
120-2907 4-011 25-21-00-101 110 1
25-2 1-00-92 -2 1 120-29083-001
120-29074-013 25-21-00-67 40 2
25-2 1-00-88 -2 1 25-2 1-00-68 40 2
25-2 1-00-90 1 1 25-21-00-69 40 2
25-2 1-00-93 1 1 25-21-00-70 40 2
25-2 1-00-94 1 1 25-21-00-71 40 2
25-21-00-95 1 1 25-21-00-72 40 2
25-2 1-00-98 1 1 25-21-00-73 40 2
25-2 1-00-99 1 1 25-21-00-74 40 2"
34,t_p_120_1176_p000034,00000034.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,70,2,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000034.tif,"-<€ EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ewsesuina| magiy [undin | [ensesunne|vefiiy [iin
PER STOCK PER STOCK
CH-SEC-UN-FIG |} ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
120-29083-001
25-21-00-106 | 250 4
120-29093-001
25-21-00-79 150 1
25-2 1-00-80 160 1
25-21-00-81 160 1
25-2 1-00-82 140 1
25-21-00-83 160 1
25-2 1-00-84 160 1
25-21-00-85 160 1
25-2 1-00-86 140 1
EFFECTIVITY: ALL 2 5-2 1 -00
Page 1014A/B
T.P. 120/1176 Jul 30/02
"
35,t_p_120_1176_p000035,00000035.tif,blank_candidate,blank_candidate,high,blank_candidate,,blank_candidate,auto_seeded,auto_seeded_pending_audit,False,low,,,0,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000035.tif,
36,t_p_120_1176_p000036,00000036.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,264,16,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000036.tif,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM} ASSY NUMBER

120-29102-003 120-30017-002

25-21-00-88 130 4 25-21-00-110 170 1

25-21-00-89 130 4 120-30018-001

25-21-00-90 130 4 25-21-00-110 90 1

25-21-00-92 130 4 120-30018-002

25-21-00-93 130 4 25-21-00-110 -91 1

25-21-00-94 130 4 120-30019-001

25-21-00-95 130 4 25-21-00-110 140 1

25-21-00-96 130 4 120-30020-001

25-21-00-97 130 4 25-21-00-17 -5 2

25-21-00-98 130 4 25-21-00-20 -5 2

25-21-00-99 130 4 25-21-00-56 -195 4

25-21-00-100 | 130 4 25-21-00-58 -195 4

25-21-00-102 | 130 4 25-21-00-110 70 2

25-21-00-103 | 130 4 120-30020-005

25-21-00-104 | 130 4 25-21-00-110 | 220 2

25-21-00-105 | 130 4 120-31565-001

25-21-00-106 | 130 4 25-21-00-80 -181 1
120-29574-001 25-21-00-81 -181 1

25-21 -00-67 -55 1 25-21-00-83 -181 1

25-21 -00-68 -55 1 25-"
37,t_p_120_1176_p000037,00000037.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,300,6,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000037.tif,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ cwsecuwra| rags fesse | [secu] nese [Rie
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
120-33774-001 120-33774-001
25-21-00-10 20 1 25-21 -00-59 10 2
25-21 -00-11 10 1 25-21 -00-60 10 2
25-21-00-12 20 1 25-21 -00-61 10 2
25-21-00-17 20 1 25-21 -00-62 10 2
25-21-00-18 20 1 25-21 -00-63 10 2
25-21-00-19 20 1 25-21 -00-64 10 2
25-21-00-20 20 1 25-21-00-65 10 2
25-21-00-21 20 1 25-21 -00-66 10 2
25-21-00-22 20 1 25-21 -00-76 10 3
i 25-21-00-23 10 1 25-21-00-/6A 10 3
25-21-00-24 10 1 25-21-00-77 10 3
25-21-00-25 20 1 120-33774-501
25-21-00-26 10 1 25-21-00-30A -11 2
25-21-00-27 20 1 120-33774-505
25-21-00-28 10 1 25-21-00-8A -11 1
25-21-00-29 10 2 25-21-00-29A -13 2
25-21-00-29A 10 2 25-21-00-31A -13 2
25-21-00-30 10 2 120-33774-537
25-21-00-30A 10 2 25-21-00-02A 10 1
25-21-00-31 10 2 25-21-00-05A 10 1
25-21-00-31A 10 2 25-21-00-08A 10 1
25-21-00-32 10 2 25-21-00"
38,t_p_120_1176_p000038,00000038.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,276,11,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000038.tif,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM} ASSY NUMBER
120-34291-001 120-34489-001
25-21-00-93 90 1 25-21-00-98 200 1
25-21-00-94 90 1 25-21-00-99 200 1
25-21-00-95 90 1 25-21-00-100 | 200 1
120-34292-001 25-21-00-101 170 1
25-21-00-96 90 1 25-21-00-102 | 200 1
25-21-00-97 90 1 25-21-00-103 | 200 1
25-21-00-98 90 1 25-21-00-104 | 200 1
25-21-00-99 90 1 25-21-00-105 | 200 1
25-21-00-100 90 1 25-21-00-106 | 200 1
25-21-00-101 90 1 120-34691-001
25-21-00-102 90 1 25-21-00-17 220 1
25-21-00-103 90 1 25-21-00-20 250 1
25-21-00-104 90 1 25-21-00-23 230 1
25-21-00-105 90 1 25-21-00-56 260 2
25-21-00-106 90 1 25-21-00-58 250 2
120-34293-001 25-21-00-61 190 2
25-21-00-79 160 1 25-21-00-110 1 1
25-21-00-80 170 1 120-34784-001
25-21-00-80 -171 1 25-21-00-110 | 230 1
25-21 -00-81 170 1 120-34859-001
25-21 -00-81 -171 1 25-21-00-"
39,t_p_120_1176_p000039,00000039.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,308,8,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000039.tif,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ cwsecuwra| nag fess | [secu] nese [Rie
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
120-35881 -001 120-36060-001
25-2 1-00-92 70 1 25-21 -00-82 -171 1
25-21-00-93 70 1 25-21 -00-83 190 1
25-21-00-94 70 1 25-21 -00-84 -191 1
25-21-00-95 70 1 25-21-00-85 -191 1
25-21-00-96 70 1 25-21 -00-86 -171 1
25-21-00-97 70 1 25-21 -00-87 180 1
25-21-00-98 70 1 25-21 -00-88 210 1
25-21-00-99 70 1 25-21 -00-96 210 1
25-21-00-100 70 1 25-21 -00-102 210 1
25-21-00-101 70 1 120-36060-003
25-21-00-102 70 1 25-21 -00-68 10 1
25-21-00-103 70 1 25-21-00-70 10 1
25-21-00-104 70 1 25-21-00-72 10 1
25-21-00-105 70 1 25-21 -00-74 10 1
25-21-00-106 70 1 25-21-00-79 -191 1
120-36058-001 25-21 -00-81 -191 1
25-21 -00-87 -111 1 25-21 -00-82 -181 1
25-21-00-88 140 1 25-21 -00-83 200 1
25-21 -00-91 -111 1 25-21 -00-84 -201 1
25-2 1-00-92 140 1 25-21 -00-87 190 1
25-21-00-93 140 1 25-21 -00"
40,t_p_120_1176_p000040,00000040.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,297,9,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000040.tif,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ewsecunna| ragiey [uta | [cnaesonne|refiiy [in
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
120-36833-015 120-36838-001
25-21 -00-25 1 1 25-21-00-19 30 1
25-21 -00-27 1 1 25-21-00-20 30 1
25-21-00-57 170 2 25-21-00-21 30 1
25-21-00-59 160 2 25-21-00-22 30 1
25-21-00-60 190 2 25-21-00-23 20 1
25-21-00-65 170 2 25-21 -00-24 20 1
25-2 1-00-66 160 2 25-21-00-25 30 1
120-36833-01 7 25-21 -00-26 20 1
25-21-00-17 150 1 25-21-00-27 30 1
25-21-00-18 150 1 25-2 1-00-28 20 1
25-21-00-19 150 1 25-21-00-56 30 2
25-21-00-20 150 1 25-21-00-57 30 2
25-21-00-21 150 1 25-21-00-58 30 2
25-21-00-22 150 1 25-21-00-59 30 2
25-21-00-23 140 1 25-2 1-00-60 30 2
25-2 1-00-24 140 1 25-21-00-61 30 2
25-21-00-25 150 1 25-2 1-00-62 30 2
25-2 1-00-26 140 1 25-2 1-00-63 30 2
25-21-00-27 150 1 25-2 1-00-64 30 2
25-2 1-00-28 140 1 25-21-00-65 30 2
25-21-00-56 140 1 25-2 1-00-66 30 2
25-21-00"
41,t_p_120_1176_p000041,00000041.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,319,3,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000041.tif,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ cwsecunra| napisy fess | [secu] nese [Rie
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
120-36842-001 120-36842-001
25-21 -00-08 110 1 25-21 -00-53 50 2
| 25-21-00-08A| 120 1 25-21 -00-54 50 2
25-21-00-09 120 1 25-21-00-55 50 2
25-21-00-10 120 1 25-21 -00-56 50 2
25-21-00-11 110 1 25-21-00-57 50 2
25-21-00-12 120 1 25-21 -00-58 50 2
25-21-00-13 120 1 25-21 -00-59 50 2
25-21-00-14 120 1 25-21 -00-60 50 2
25-21-00-15 110 1 25-21 -00-61 50 2
25-21-00-16 120 1 25-21 -00-62 50 2
25-21-00-17 120 1 25-21 -00-63 50 2
25-21-00-18 120 1 25-21 -00-64 50 2
25-21-00-19 120 1 25-21-00-65 50 2
25-21-00-20 120 1 25-21 -00-66 50 2
25-21-00-21 120 1 25-21 -00-76 50 3
i 25-21-00-22 120 1 25-21-00-/6A 50 3
25-21 -00-23 110 1 25-21-00-77 60 3
25-21 -00-24 110 1 25-21 -00-78 50 3
25-21-00-25 120 1 120-36842-003
| 25-21 -00-26 110 1 25-21-00-31A 50 2
25-21-00-27 120 1 25-21 -00-34 "
