page_number,page_id,source_member,source_image_path,source_image_sha256,legacy_route,suggested_canonical_route,suggested_route_confidence,suggested_route_reasons,gold_route_label,review_status,review_notes,ocr_word_count,ocr_char_count,part_number_count,part_number_sample,ocr_sample_text,raw_route_reasons,processor_contract,answer_permission,source_truth_mutation_allowed
22,t_p_120_1176_p000022,00000022.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000022.tif,c7c9d50ca89da42c9ae427b012cd99bc23c29411ba318ece09e22fb6f1c13151,table,procedure_or_description,high,"[""procedure_or_description_terms"", ""paragraph_text_present"", ""low_part_number_count""]",,needs_review,,192,1304,0,[],"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
(3) ARLINE STOCK NUMBER Column.
Refer to paragraph 3, item C.
(4) NOMENCLATURE Column.
Nomenclature includes descriptive information necessary to adequately define the items.
(a) Indentation
The nomenclature column is indented to indicate item relationships.
As shown below, the indentation indicates relationships to the next higher assembly in
the various breakdown levels of an assembly.
1 2 3 4 5 6 7
Detailed parts for the sub-
assembly
Subassembly
Attaching parts for the subassembly
Subassembly
Attaching parts for the subassembly
Detail parts of the assembly
Detail parts for installation
Assembly number
Attaching parts for assembly or installation
Installation number
(b) Symbols and notes
The following symbols and notes are employed in the Detailed Parts List:
41 UMW- (Used with...).
2 S/W- (Supplied with...).
3 A/F - (Altered from...).
4 INTERCH WTH (Interchangeable with...) - Indicates parts that a","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
23,t_p_120_1176_p000023,00000023.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000023.tif,357a5e9f20f6f5325780899202c379b8986cd2995c3286945228ca93dd3d8fe6,table,procedure_or_description,high,"[""procedure_or_description_terms"", ""paragraph_text_present"", ""low_part_number_count""]",,needs_review,,287,1813,0,[],"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
8 (WHEN EXHAUSTED USE ...) - Used in the description column of parts for which
the existing stocks should be exhausted before the newer designed part is issued.
9 (USE UNTIL EXHAUSTED, NOT REPLACED) - Used in description column of parts
that have no replacement and existing stocks will not be replenished.
10 (FOR REPLACEMENT USE...) - Used in description column of parts for which a cer-
tain part must be used for replacement.
11 (ALTERNATIVE USE...) - Used to indicate those parts which, when not in stock, may
be replaced with others.
12 (FOR DETAILS SEE ...) - Used in description column for assemblies or installations
the breakdown details of which are called out in another figure.
For correct location of referenced figure, refer to the table of contents.
(5) VENDOR CODE Column.
This column lists the item vendor's codes.
For EMBRAER part numbers, the vendor code is VS4956.
Refer to the Vendor's List to identify t","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
24,t_p_120_1176_p000024,00000024.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000024.tif,d5010a6ac1c5f07e33825b8a89f705248f875bd1a8064e305fd1f6bfa5d74ea6,table,table_or_index,medium,"[""legacy_table_route_without_strong_detail_or_visual_signal""]",,needs_review,,116,826,0,[],"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
VENDORS’ NAMES AND ADDRESSES
VENDOR NAMES AND ADDRESSES
CODE
E065846 AEROMOT INDUSTRIA MECANICO METALURGICA LTDA.
AV. DAS INDUSTRIAS, 1210
ANCHIETA
CEP 90000 PORTO ALEGRE - RS - BRASIL
E075221 COMERIT - COMPANHIA MERCANTIL E INDUSTRIAL ENGELBRECHT
AV. GONCALO MADEIRA, 220
JAGUARE
CEP 01000 - SAO PAULO - SP - BRASIL
TEL (055) (011) 268-9222
15653 KAYNAR - MICRODOT COMPANY
800 S. STATE COLLEGE BOULEVARD
92634 - FULLERTON - CALIFORNIA - USA
P.O. BOX 3001
TEL (001) (714) 871-1550
VS4956 EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A
AV. BRIGADEIRO FARIA LIMA, 2170 - PUTIM
CEP 12137-901 SAO JOSE DOS CAMPOS - SP - BRASI
CAIXA POSTAL 343
TEL (055) (012) 345-1624 FAX (055) (012) 345-1598
EFFECTIVITY: ALL
25 21 00 Page 1005/1006
Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
25,t_p_120_1176_p000025,00000025.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000025.tif,1e8ccb46f8e2a719c1e391bc9d6a3e710751ed38c6a2ed1adbe7bf67896effde,blank_candidate,blank_candidate,high,"[""empty_or_near_empty_ocr""]",,auto_suggested_review_recommended,,0,0,0,[],,"[""empty_ocr_low_ink""]",blank_candidate_confirmation_scan,False,False
26,t_p_120_1176_p000026,00000026.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000026.tif,482c8ffd82e33e55875c3141f2d9bc2ffd04dd0a9add706616152f3fa47e147a,normal_text,table_or_index,medium,"[""table_index_terms""]",,needs_review,,20,150,0,[],"< EMBRAER

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

NUMERICAL INDEX

EFFECTIVITY: ALL 25-2 1 -00
Page 1007

T.P. 120/1176 Jan 15/01
","[""normal_text_ocr_density""]",normal_text_ocr_summary_scan,False,False
27,t_p_120_1176_p000027,00000027.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000027.tif,801e84e8322961c2b1d391a76c9dc2ab789a2a2f8c9893b52ba2f6ff6bef32ba,table,table_or_index,medium,"[""legacy_table_route_without_strong_detail_or_visual_signal""]",,needs_review,,303,1838,0,[],"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ evsevine| vofiir [Rite | | cseounne| reir en
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
1002-C/6 1002-C/6
25-21-00-01 130 4 25-21-00-31 70 8
25-21-00-02 130 4 25-21-00-31A 70 8
25-21-00-02A} 130 4 25-21-00-32 70 8
25-2 1-00-03 120 4 25-21-00-33 80 8
25-2 1-00-04 140 4 25-21-00-34 70 8
25-21-00-05 120 4 25-21-00-35 70 8
i 25-21-00-05A} 130 4 25-21-00-36 70 8
25-2 1-00-06 130 4 25-21-00-37 70 8
25-21-00-07 130 4 25-21-00-38 80 8
25-2 1-00-08 120 4 25-21-00-39 70 8
| 25-21-00-08A |} 130 4 25-21-00-40 70 8
25-2 1-00-09 130 4 25-21-00-41 70 8
25-21-00-10 130 4 25-21-00-42 70 8
25-21-00-11 120 4 25-21-00-43 70 8
25-21-00-12 130 4 25-21-00-44 70 8
25-21-00-13 130 4 25-21-00-45 70 8
25-21-00-14 130 4 25-21-00-46 70 8
25-21-00-15 120 4 25-21-00-47 70 8
25-21-00-16 130 4 25-21-00-48 70 8
25-21-00-17 130 4 25-21-00-49 70 8
25-21-00-17 -195 2 25-21-00-50 70 8
25-21-00","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
28,t_p_120_1176_p000028,00000028.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000028.tif,d7fe2d8e289f1bb3ebe85f9e209ddae249b9aa82c13074a8aeec51c3cd00ec58,table,table_or_index,medium,"[""legacy_table_route_without_strong_detail_or_visual_signal""]",,needs_review,,305,1898,0,[],"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ensevine raiser [Rite | seounne| iy [an
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
1002-C/6 1002-F
25-21-00-65 -186 4 25-21-00-17 140 4
25-2 1-00-66 70 8 25-21-00-17 -196 2
25-2 1-00-66 -156 4 25-21-00-18 140 4
25-21-00-76 70 12 25-21-00-18 -166 2
i 25-21-00-76A 70 12 25-21-00-19 140 4
25-21-00-77 80 12 25-21-00-19 -196 2
25-21-00-78 70 12 25-21-00-20 140 4
1002-F 25-21-00-20 -196 2
25-21-00-01 140 4 25-21-00-21 140 4
25-21-00-01 -195 2 25-21-00-21 -196 2
25-2 1-00-02 140 4 25-21 -00-22 140 4
25-2 1-00-02 -195 2 25-21-00-23 130 4
25-21-00-02A | 140 4 25-21-00-23 -185 2
25-21-00-02A | -205 2 25-21-00-24 130 4
25-21-00-03 130 4 25-21-00-25 140 4
25-2 1-00-04 150 4 25-21-00-25 -166 2
25-2 1-00-04 -205 4 25-21-00-26 130 4
25-21-00-05 130 4 25-21 -00-27 140 4
25-21-00-05A | 140 4 25-21-00-27 -196 2
25-21-00-05A | -195 2 25-21-00-28 130 4
25-2 1-00-06 140 4 25-21-","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
29,t_p_120_1176_p000029,00000029.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000029.tif,648ec2986c82d04d182c64e89aa12fb249cb62c9c127b840879aa08c7b8e80e7,table,detailed_parts_list,high,"[""multiple_part_numbers"", ""ipl_column_terms""]",,needs_review,,281,1848,5,"[""120-17588-001"", ""120-20970-001"", ""120-20970-003"", ""120-26948-001"", ""120-26948-003""]","€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
1002-F 1002-F

25-21-00-37 60 8 25-21-00-58 -185 4
25-21-00-37 -187 4 25-21-00-59 60 8
25-21-00-38 70 8 25-21-00-59 -155 4
25-21-00-38 -187 4 25-21-00-60 60 8
25-21-00-39 60 8 25-21-00-60 -185 4
25-21-00-39 -185 4 120-17588-001

25-21-00-40 60 8 25-21-00-111 -31 1
25-21-00-41 60 8 25-21-00-112 30 1
25-21-00-41 -185 4 25-21-00-113 30 1
25-21-00-42 60 8 120-20970-001

25-21-00-42 -185 4 25-21-00-61 60 8
25-21-00-43 60 8 25-21-00-61 -185 3
25-21-00-43 -185 4 25-21-00-62 60 8
25-21-00-44 60 8 25-21-00-63 60 8
25-21-00-44 -185 4 25-21-00-64 60 8
25-21-00-45 60 8 25-21-00-65 60 8
25-21-00-45 -185 4 25-21-00-65 -185 4
25-21-00-46 60 8 25-21-00-66 60 8
25-21-00-46 -185 4 25-21-00-66 -155 4
25-21-00-47 60 8 25-21-00-76 60 12
25-21-00-47 -185 4 25-21-00-77 70 12
25-21-0","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
30,t_p_120_1176_p000030,00000030.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000030.tif,ed6233c01f5cf0ca1cded97c189566e128f6a9ca80ee6eaf3c1f3bc144e0b207,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,268,1743,20,"[""120-26948-003"", ""120-26994-001"", ""120-26994-002"", ""120-29067-001"", ""120-29067-003"", ""120-29067-005"", ""120-29067-007"", ""120-29067-011"", ""120-29067-013"", ""120-29067-015"", ""120-29067-017"", ""120-29067-019"", ""120-29067-021"", ""120-29067-023"", ""120-29067-025"", ""120-29067-027"", ""120-29067-029"", ""120-29067-031"", ""120-29067-033"", ""120-29067-035""]","< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ensecoine| vafisar [Rite | seounne| iy [aon
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
120-26948-003 120-29067-015
25-2 1-00-92 -5 1 25-21-00-25 10 1
25-21-00-93 -5 1 25-21 -00-27 10 1
25-21-00-97 -5 1 120-29067-017
25-21-00-103 -5 1 25-21-00-26 1 1
25-21-00-103 | 2/0 2 120-29067-019
25-21-00-104 | 2/70 2 25-21-00-01 10 1
25-21-00-105 | 280 2 25-21-00-09 10 1
25-21-00-106 | 320 2 25-21-00-13 10 1
120-26994-002 120-29067-021
25-21-00-89 -6 1 25-21 -00-02 10 1
25-2 1-00-92 -6 1 25-21-00-10 10 1
120-26994-001 25-21-00-14 10 1
25-21-00-93 -6 1 120-29067-023
25-21-00-97 -6 1 25-21-00-03 1 1
25-21-00-103 -6 1 25-21-00-11 1 1
120-29067-001 120-29067-025
25-21-00-17 10 1 25-21-00-04 10 1
25-21-00-18 10 1 25-21-00-12 10 1
25-21-00-19 10 1 25-21-00-16 10 1
120-29067-003 120-29067-027
25-21-00-20 10 1 25-21-00-05 1 1
25-21-00-21 10 1 25-21-00-15 1 1
25-21-00-22 10 1 ","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
31,t_p_120_1176_p000031,00000031.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000031.tif,b5ff9c0883b40d967c9eb0e699854f4b052d9bc814aff5f23dd670438988f329,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,246,1665,28,"[""120-29067-035"", ""120-29067-037"", ""120-29068-001"", ""120-29068-003"", ""120-29068-005"", ""120-29068-009"", ""120-29068-013"", ""120-29068-015"", ""120-29068-019"", ""120-29068-021"", ""120-29068-023"", ""120-29068-025"", ""120-29068-027"", ""120-29068-029"", ""120-29068-031"", ""120-29068-033"", ""120-29068-035"", ""120-29068-037"", ""120-29068-039"", ""120-29068-041""]","< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ evseouine| vofiir [Rie | | seounne| reir [on
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
120-29067-035 120-29068-023
25-21-00-16 -11 1 25-21-00-41 1 1
120-29067-037 25-21-00-51 -2 1
25-21-00-05 -2 1 120-29068-025
i 25-21-00-05A 1 1 25-21-00-42 1 1
25-21-00-15 -2 1 25-21-00-53 1 1
120-29068-001 120-29068-027
25-21-00-56 1 1 25-21-00-41 -2 1
25-21-00-57 1 1 120-29068-029
120-29068-003 25-21-00-45 1 1
25-21-00-58 1 1 120-29068-031
25-21-00-59 1 1 25-21-00-43 1 1
25-2 1-00-60 1 1 120-29068-033
120-29068-005 25-21-00-44 1 1
25-21-00-61 1 1 120-29068-035
25-2 1-00-62 1 1 25-2 1-00-46 1 1
120-29068-009 120-29068-037
25-2 1-00-87 100 2 25-21-00-49 1 1
25-21-00-89 100 2 120-29068-039
25-21-00-91 100 2 25-21-00-39 -2 1
25-21-00-95 100 2 25-21-00-48 1 1
25-2 1-00-96 -101 2 120-29068-041
25-21-00-97 100 2 25-21-00-40 -2 1
25-2 1-00-98 100 2 25-21-00-50 -2 1
25-21-00-","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
32,t_p_120_1176_p000032,00000032.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000032.tif,01cbd80664aa7059ea6db1a2ad5cbde6c084b7eff65ee1eb4c66199e396680c0,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,220,1665,20,"[""120-29068-059"", ""120-29068-061"", ""120-29068-063"", ""120-29068-071"", ""120-29068-073"", ""120-29068-075"", ""120-29068-077"", ""120-29068-079"", ""120-29068-081"", ""120-29069-001"", ""120-29069-007"", ""120-29069-009"", ""120-29070-001"", ""120-29070-003"", ""120-29070-005"", ""120-29072-001"", ""120-29073-001"", ""120-29073-005"", ""120-29073-007"", ""420-29069-005""]","€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS [AIRLINE PART NUMBER UNITS [AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG] ITEM] ASSY NUMBER CH-SEC-UN-FIG] ITEM] ASSY NUMBER

120-29068-059 120-29070-001

25-21-00-49 -2 1 25-21-00-87 | -181 1
120-29068-061 25-21-00-95 | 210 1

25-21-00-55 1 1 25-21-00-98 | 210 1
120-29068-063 25-21-00-101] 180 1

25-21-00-55 -2 1 120-29070-003
120-29068-071 25-21-00-87 | -191 1

25-21-00-30 1 1 25-21-00-91 180 1

25-21-00-30A 1 1 25-21-00-95 | 220 1

25-21-00-36 1 1 25-21-00-98 | 220 1
120-29068-073 25-21-00-101] 190 1

25-21-00-31 1 1 120-29070-005

25-21-00-37 1 1 25-21-00-87 | -201 1
120-29068-075 25-21 -00-91 190 1

25-21-00-31A 1 1 25-21-00-95 230 1

25-21-00-34 1 1 25-21-00-98 | 230 1
120-29068-077 25-21-00-101} 200 1

25-21-00-29 1 1 120-29072-001

25-21-00-29A 1 1 95-21-00-17 1 1

29-21-00-35 1) 1 25-21-00-20 1} 4

20-21-00-35A} 1) 1 25-21-0056 | 190] 2
120-29068-079 25-21-00-58 ","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
33,t_p_120_1176_p000033,00000033.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000033.tif,6ceb4c57bf50bae72a68227541d696fadb3061a4c61b970d1d3a34a5c400d463,table,table_or_index,medium,"[""legacy_table_route_without_strong_detail_or_visual_signal""]",,needs_review,,304,1791,5,"[""120-29074-013"", ""120-29074-017"", ""120-29075-031"", ""120-29076-001"", ""120-29083-001""]","< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ evseovine| rofiir [Rite | | cseounne| reir fen
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
120-2907 4-001 120-29076-001 0
25-2 1-00-87 1 1 25-21-00-81 100 1
25-2 1-00-88 1 1 25-21-00-82 80 1
25-2 1-00-89 1 1 25-21-00-83 100 1
25-21-00-91 1 1 25-21-00-84 100 1
25-2 1-00-92 1 1 25-21-00-85 100 1
25-21-00-95 1 1 25-2 1-00-86 80 1
25-2 1-00-96 1 1 120-2907 7-001
25-2 1-00-97 1 1 25-21-00-87 110 1
25-2 1-00-98 1 1 25-21-00-91 110 1
25-21-00-101 1 1 25-21-00-95 140 1
25-21-00-102 1 1 120-2907 7-001
25-21-00-103 1 1 25-21-00-98 140 1
120-2907 4-011 25-21-00-101 110 1
25-2 1-00-92 -2 1 120-29083-001
120-29074-013 25-21-00-67 40 2
25-2 1-00-88 -2 1 25-2 1-00-68 40 2
25-2 1-00-90 1 1 25-21-00-69 40 2
25-2 1-00-93 1 1 25-21-00-70 40 2
25-2 1-00-94 1 1 25-21-00-71 40 2
25-21-00-95 1 1 25-21-00-72 40 2
25-2 1-00-98 1 1 25-21-00-73 40 2
25-2 1-00-99 1 1 25-21-00-74 40 2","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
34,t_p_120_1176_p000034,00000034.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000034.tif,b5c88ec17c288fe2b79e89340ab4458110b8f1913bdbfb5135db31f377c3bf70,table,table_or_index,medium,"[""legacy_table_route_without_strong_detail_or_visual_signal""]",,needs_review,,70,481,2,"[""120-29083-001"", ""120-29093-001""]","-<€ EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ewsesuina| magiy [undin | [ensesunne|vefiiy [iin
PER STOCK PER STOCK
CH-SEC-UN-FIG |} ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
120-29083-001
25-21-00-106 | 250 4
120-29093-001
25-21-00-79 150 1
25-2 1-00-80 160 1
25-21-00-81 160 1
25-2 1-00-82 140 1
25-21-00-83 160 1
25-2 1-00-84 160 1
25-21-00-85 160 1
25-2 1-00-86 140 1
EFFECTIVITY: ALL 2 5-2 1 -00
Page 1014A/B
T.P. 120/1176 Jul 30/02
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
35,t_p_120_1176_p000035,00000035.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000035.tif,ba86a9decd2f022565c16665e2f9704964d8aa9639d131d75ed3d878f3623eca,blank_candidate,blank_candidate,high,"[""empty_or_near_empty_ocr""]",,auto_suggested_review_recommended,,0,0,0,[],,"[""empty_ocr_low_ink""]",blank_candidate_confirmation_scan,False,False
36,t_p_120_1176_p000036,00000036.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000036.tif,694eb17f8eaf4c3330164626c3221adb4f417a3b6626ae51ad9d347e982fb9ea,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,264,1899,16,"[""120-29102-003"", ""120-29574-001"", ""120-29574-003"", ""120-30016-001"", ""120-30016-002"", ""120-30017-001"", ""120-30017-002"", ""120-30018-001"", ""120-30018-002"", ""120-30019-001"", ""120-30020-001"", ""120-30020-005"", ""120-31565-001"", ""120-31565-002"", ""120-31626-001"", ""120-33774-001""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
PART NUMBER UNITS AIRLINE PART NUMBER UNITS AIRLINE
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM} ASSY NUMBER

120-29102-003 120-30017-002

25-21-00-88 130 4 25-21-00-110 170 1

25-21-00-89 130 4 120-30018-001

25-21-00-90 130 4 25-21-00-110 90 1

25-21-00-92 130 4 120-30018-002

25-21-00-93 130 4 25-21-00-110 -91 1

25-21-00-94 130 4 120-30019-001

25-21-00-95 130 4 25-21-00-110 140 1

25-21-00-96 130 4 120-30020-001

25-21-00-97 130 4 25-21-00-17 -5 2

25-21-00-98 130 4 25-21-00-20 -5 2

25-21-00-99 130 4 25-21-00-56 -195 4

25-21-00-100 | 130 4 25-21-00-58 -195 4

25-21-00-102 | 130 4 25-21-00-110 70 2

25-21-00-103 | 130 4 120-30020-005

25-21-00-104 | 130 4 25-21-00-110 | 220 2

25-21-00-105 | 130 4 120-31565-001

25-21-00-106 | 130 4 25-21-00-80 -181 1
120-29574-001 25-21-00-81 -181 1

25-21 -00-67 -55 1 25-21-00-83 -181 1

25-21 -00-68 -55 1 25-","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
37,t_p_120_1176_p000037,00000037.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000037.tif,21a57ad769f763ef5d1d71eaf7fda32b2d77a2dd80fec29122e29967f6f7e514,table,table_or_index,medium,"[""legacy_table_route_without_strong_detail_or_visual_signal""]",,needs_review,,300,1790,6,"[""120-33774-001"", ""120-33774-501"", ""120-33774-505"", ""120-33774-537"", ""120-33774-539"", ""120-34291-001""]","-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
[ cwsecuwra| rags fesse | [secu] nese [Rie
PER STOCK PER STOCK
CH-SEC-UN-FIG | ITEM] ASSY NUMBER CH-SEC-UN-FIG | ITEM] ASSY NUMBER
120-33774-001 120-33774-001
25-21-00-10 20 1 25-21 -00-59 10 2
25-21 -00-11 10 1 25-21 -00-60 10 2
25-21-00-12 20 1 25-21 -00-61 10 2
25-21-00-17 20 1 25-21 -00-62 10 2
25-21-00-18 20 1 25-21 -00-63 10 2
25-21-00-19 20 1 25-21 -00-64 10 2
25-21-00-20 20 1 25-21-00-65 10 2
25-21-00-21 20 1 25-21 -00-66 10 2
25-21-00-22 20 1 25-21 -00-76 10 3
i 25-21-00-23 10 1 25-21-00-/6A 10 3
25-21-00-24 10 1 25-21-00-77 10 3
25-21-00-25 20 1 120-33774-501
25-21-00-26 10 1 25-21-00-30A -11 2
25-21-00-27 20 1 120-33774-505
25-21-00-28 10 1 25-21-00-8A -11 1
25-21-00-29 10 2 25-21-00-29A -13 2
25-21-00-29A 10 2 25-21-00-31A -13 2
25-21-00-30 10 2 120-33774-537
25-21-00-30A 10 2 25-21-00-02A 10 1
25-21-00-31 10 2 25-21-00-05A 10 1
25-21-00-31A 10 2 25-21-00-08A 10 1
25-21-00-32 10 2 25-21-00","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
