answer_permission,blocked_from_retrieval_loaders,dry_run_only,final_do_not_embed,final_validated_operational_route,live_write_enabled,loader_targets,opensearch_index_allowed,page_id,page_number,postgres_graph_record,qdrant_embedding_allowed,raw_tiff_reference,record_index,source_image_sha256,source_member,source_truth_mutation_allowed,storage_decision,unsafe,validator_gated,write_attempted,route,source_image_path,ocr_text_path,lineage_repair_status,lineage_ready,missing_lineage_fields,evidence_policy,postgres_write_attempt,postgres_graph_plan_joined,embedding_scope,qdrant_write_attempt,qdrant_plan_joined,target_plan_join_status,target_plan_joined_targets,contract_statuses,missing_contract_fields_by_target,contract_ready_targets,postgres_contract_ready,qdrant_contract_ready,opensearch_contract_ready,live_write_allowed,loader_contract_blockers,loader_contract_status,exact_index_scope,opensearch_write_attempt,opensearch_plan_joined
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000028,28,True,True,00000028.tif,28,d7fe2d8e289f1bb3ebe85f9e209ddae249b9aa82c13074a8aeec51c3cd00ec58,00000028.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000028.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000028.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000029,29,True,True,00000029.tif,29,648ec2986c82d04d182c64e89aa12fb249cb62c9c127b840879aa08c7b8e80e7,00000029.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000029.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000029.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000030,30,True,True,00000030.tif,30,ed6233c01f5cf0ca1cded97c189566e128f6a9ca80ee6eaf3c1f3bc144e0b207,00000030.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000030.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000030.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000031,31,True,True,00000031.tif,31,b5ff9c0883b40d967c9eb0e699854f4b052d9bc814aff5f23dd670438988f329,00000031.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000031.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000031.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000032,32,True,True,00000032.tif,32,01cbd80664aa7059ea6db1a2ad5cbde6c084b7eff65ee1eb4c66199e396680c0,00000032.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000032.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000032.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000033,33,True,True,00000033.tif,33,6ceb4c57bf50bae72a68227541d696fadb3061a4c61b970d1d3a34a5c400d463,00000033.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000033.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000033.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000034,34,True,True,00000034.tif,34,b5c88ec17c288fe2b79e89340ab4458110b8f1913bdbfb5135db31f377c3bf70,00000034.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000034.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000034.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,True,True,True,blank,False,"[""postgres_graph""]",False,t_p_120_1176_p000035,35,True,False,00000035.tif,35,ba86a9decd2f022565c16665e2f9704964d8aa9639d131d75ed3d878f3623eca,00000035.tif,False,graph_only_blank,False,False,False,blank,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000035.tif,,repaired_from_ocr_scan_pack,True,[],graph_source_map_only,False,True,,,,joined_target_specific_dry_run_plans,"[""postgres_graph""]","{""postgres_graph"": ""ready""}","{""postgres_graph"": []}","[""postgres_graph""]",True,False,False,False,[],ready_dry_run_only,,,
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000036,36,True,True,00000036.tif,36,694eb17f8eaf4c3330164626c3221adb4f417a3b6626ae51ad9d347e982fb9ea,00000036.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000036.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000036.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000037,37,True,True,00000037.tif,37,21a57ad769f763ef5d1d71eaf7fda32b2d77a2dd80fec29122e29967f6f7e514,00000037.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000037.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000037.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000038,38,True,True,00000038.tif,38,f1e5cdc190a911666b7e3cb909842cc8a54da8a96ff0f332e3151b0b4ffbce9b,00000038.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000038.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000038.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000039,39,True,True,00000039.tif,39,cf3ead0071db78055b52e89eaabec8035071e320c756e97bcd24e5c8c104e8ab,00000039.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000039.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000039.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000040,40,True,True,00000040.tif,40,8abcd8efc6617e9723d9e9aa27d64774d492e7b8dd66f4e908bf7eade815374c,00000040.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000040.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000040.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000041,41,True,True,00000041.tif,41,36c99007748a4631e63c4196a907c28d3e0e4d3eb46289404dee416bdd010d2e,00000041.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000041.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000041.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000042,42,True,True,00000042.tif,42,8f8f137c719e5278cd0122221826c2c6eabae43b4fab7a4b7cf3b35adbfb5244,00000042.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000042.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000042.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000043,43,True,True,00000043.tif,43,5e01a0c542a57e698728787ba5cc4200bed284077da5b5adb2d9adff7231fef2,00000043.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000043.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000043.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
False,False,True,False,table,False,"[""postgres_graph"", ""qdrant"", ""opensearch""]",True,t_p_120_1176_p000044,44,True,True,00000044.tif,44,37b9f10ec494298972520493693cc7c0ddd96ad638ca889d5f2798b48ae28d9c,00000044.tif,False,validated_graph_semantic_and_exact_index,False,False,False,table,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000044.tif,local_data\organization\trace_net\raw_to_answer_context_engineered_native_gemma4_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000044.txt,repaired_from_ocr_scan_pack,True,[],graph_source_map_plus_validated_evidence_links,False,True,validated_page_or_evidence_summary,False,True,joined_target_specific_dry_run_plans,"[""postgres_graph"", ""qdrant"", ""opensearch""]","{""opensearch"": ""ready"", ""postgres_graph"": ""ready"", ""qdrant"": ""ready""}","{""opensearch"": [], ""postgres_graph"": [], ""qdrant"": []}","[""postgres_graph"", ""qdrant"", ""opensearch""]",True,True,True,False,[],ready_dry_run_only,validated_table_or_exact_evidence,False,True
